Area Name,Rural/Urban,Total Population,Good Households,Livable Households,Dilapidated Households,Tapwater from treated source,Tapwater from un-treated source,Covered well,Un-covered well,Handpump,Tubewell/Borehole,drinking water from Spring,Drinking water form River/Canal,Drinking water form Tank/Pond/Lake,Sources of Lighting -Electricity,Sources of Lighting - Kerosene,Sources of Lighting -Solar energy,No lighting,Number of households having latrine facility within the premises,Piped sewer system,Septic tank,Other system,With slab/ventilated improved pit,Without slab/  open pit,Number of households not having latrine facility within the premises,Public latrine,Bathroom,Enclosure without roof,Waste Water Closed drainage,Waste Water Open drainage,Good Fuels,Bad Fuels,Total number of households availing banking services,Radio/Transistor,Television,Computer/Laptop With Internet,Computer/Laptop Without Internet,Landline only,Mobile only,Both Mobile and Landline,Bicycle,Scooter/ Motorcycle/Moped,Car/ Jeep/Van,"Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",Types of Structure of houses-Permanent,Types of Structure of houses-Semi-Permanent,Types of Structure of houses-Total Temporary,Types of Structure of houses-Serviceable,Types of Structure of houses Non-Serviceable,Types of Structure of houses Unclassifiable
Kasni Kalan (10),Rural,1821,50.8,39.9,9.3,0,44.5,1.6,0,0,53.6,0,0,0,83.8,15.9,0,0.3,41.1,0,17.4,1.6,21.8,0.3,58.9,0,81.9,12.8,1.9,35.8,3.1,0,72,43,40.5,1.6,2.2,5,84.1,0.9,11.8,12.1,4,1.6,89.4,5.6,4.7,4.7,0,0.3
Kasni Khurd(11),Rural,992,7.5,82.8,9.8,0,99.4,0,0,0,0.6,0,0,0,82.8,17.2,0,0,42.5,0,0,0,42.5,0,57.5,0,60.3,19,5.7,93.1,1.7,0,73.6,18.4,30.5,0,0,0.6,73.6,0.6,10.9,16.1,2.3,0,86.2,6.9,0.6,0,0.6,6.3
Gokalpura (12),Rural,2861,48.4,45.2,6.4,0.4,62.8,0,12.2,0,14.5,0,0,0,87.2,9.6,0,2.8,29.1,0,19,0,10.1,0,70.9,0.7,47.5,16.7,0.2,37.4,18.1,0,54.3,22.7,42,0.7,1.4,2.1,80.5,1.2,12.9,11.9,3.7,0.4,81.9,8.7,8.9,8.7,0.2,0.5
Serla (9),Rural,2352,76.5,20.3,3.2,18.1,1,0.2,0,0,79.7,0,0,0,73.6,26.2,0.2,0,40.3,1,19.1,1,19.1,0,59.7,0,60.9,13.4,0,50.1,12.5,0,72.6,24.9,42.3,1.2,23,15.4,65,0.2,10,13.2,4.9,2.2,89.5,8.6,1.7,1.7,0,0.2
Bidhnoi (8),Rural,3078,51.7,39.5,8.8,22.8,0,0.4,0,0,73.2,0,0,3.7,75.6,24.4,0,0,31.1,0,4.2,0.2,23.3,3.3,68.9,0,53.9,6.1,0.2,51.5,22.6,0,39.3,18.8,35.8,0.4,11.2,0.2,74.3,0.6,10.1,12.7,3.1,0.6,84.4,10.3,5.3,4.8,0.6,0
Beran (16),Rural,1794,85.9,12.7,1.4,74.1,0,0,0.3,0,25.1,0,0,0,77.8,22.2,0,0,31.4,0,0,0.3,31.1,0,68.6,0,59.7,6.1,0,74.4,34.6,0,83.3,33.4,47.3,0.3,0.9,0.3,88.2,2.9,10.4,20.2,5.2,0.6,95.4,1.2,3.5,3.5,0,0
Obra (6),Rural,2161,60.3,35.1,4.6,69.5,1.3,2,4.6,0,21.9,0,0,0,74.6,23.9,0.5,0,52.9,0.8,3.8,31,15.3,0.3,47.1,0,60.1,10.7,9.2,55.7,3.3,0.8,89.8,32.8,48.3,1.5,4.3,2.3,81.9,2,26.7,17,6.4,1.8,89.3,3.3,1.8,0.3,1.5,5.6
Sheharyarpur (72),Rural,849,10.6,82.9,6.5,0,67.1,0,14.7,0,18.2,0,0,0,70,30,0,0,21.2,0,20.6,0,0,0,78.8,0,41.8,14.7,0,24.1,0,0,68.8,27.1,23.5,1.2,1.2,1.2,70,2.4,12.9,12.9,2.9,0,88.2,4.7,7.1,5.9,1.2,0
Bardu Mughal (17),Rural,789,85,13.6,1.4,25.2,0,0,0,0,73.5,0,0.7,0,85,8.8,0,0,26.5,0,0.7,0.7,24.5,0,73.5,0,70.1,7.5,0.7,98,19,0.7,76.9,27.2,51.7,0,6.8,0,95.2,0,9.5,22.4,8.8,4.1,91.2,7.5,1.4,1.4,0,0
Bardu Dhirja (18),Rural,586,66.7,28.5,4.9,55.3,0,0,0,0,44.7,0,0,0,95.9,4.1,0,0,31.7,0,30.9,0.8,0,0,68.3,0,76.4,10.6,35.8,60.2,39.8,0,61.8,46.3,67.5,1.6,1.6,0,91.9,0.8,39.8,31.7,4.9,1.6,98.4,1.6,0,0,0,0
Bardu Puran(19),Rural,476,86.5,12.4,1.1,1.1,0,0,0,0,98.9,0,0,0,73,25.8,0,1.1,34.8,0,34.8,0,0,0,65.2,0,67.4,11.2,4.5,80.9,0,0,71.9,19.1,44.9,0,1.1,0,86.5,4.5,23.6,27,6.7,0,86.5,12.4,1.1,1.1,0,0
Bardu Chaina(20),Rural,1725,38.9,54.2,6.9,0,31.9,0.3,0,0,62.7,0,0,3.6,60.2,39.5,0,0.3,25.6,0,25,0.3,0.3,0,74.4,0,49.7,6,1.2,25,3.3,0,64.8,13,30.1,0.6,5.7,0.9,66.9,1.2,4.5,17.8,3,1.2,83.1,14.8,1.8,1.5,0.3,0.3
Bardu Jogi(21),Rural,897,83.9,15.6,0.6,23.9,0.6,0,0,1.1,73.9,0,0,0,95.6,3.3,0,0,3.9,0.6,0.6,0,1.7,0,96.1,0,13.3,17.8,0,93.3,5,0,35,14.4,22.2,0,12.2,7.2,44.4,4.4,1.1,4.4,0,0.6,98.9,0.6,0.6,0.6,0,0
Budhera(22),Rural,1856,24.1,62.2,13.7,61.3,5.7,28.3,0.3,0,4.4,0,0,0,59.7,39.4,0.3,0.3,30.8,0.6,12.7,15.9,0.3,0.6,69.2,0,35.6,11.1,0,81.3,13,0,69.2,9.8,28.3,0.3,3.5,1.9,51.7,0.6,6,13.7,2.9,0,78.7,11.7,9.2,8.9,0.3,0.3
Ladawas(15),Rural,458,14.3,73.8,11.9,1.2,0,0,0,0,98.8,0,0,0,72.6,27.4,0,0,38.1,0,0,38.1,0,0,61.9,2.4,47.6,22.6,0,47.6,32.1,0,46.4,72.6,53.6,0,1.2,1.2,69,0,19,31,4.8,0,92.9,0,7.1,7.1,0,0
Bithan(14),Rural,1261,68.1,20.1,11.8,24.4,24.4,1.6,3.9,0,45.7,0,0,0,86.6,10.2,0,0,43.7,4.3,3.1,0,34.6,0,56.3,1.6,48,27.2,0.4,73.6,8.3,0,56.3,13.8,24,0.8,7.9,0.8,64.2,1.6,5.1,3.1,3.5,0,44.9,15,40.2,40.2,0,0
Cheher Kalan(13),Rural,4526,56.6,34.3,9.1,14.4,6.1,4.5,37.3,0.1,36.8,0,0.1,0.1,73.8,24.8,0.2,0.8,48.6,23.3,2.4,0.6,20.8,1.3,51.4,0.6,58.8,8.1,1,37.5,12.6,0.4,55.5,19,35.8,1.1,15,1.8,67.9,2.8,6.3,13.1,4.1,3.3,81.9,12.5,5.3,5.1,0.2,0.2
Cheher Khurd(28),Rural,2505,56.1,42.6,1.3,0.2,18.9,9.3,0,0,71.5,0,0,0,86.3,12.6,0,0.4,58.5,0,0,0,58.5,0,41.5,0.4,77.6,10.7,0.2,42,5.7,0,73.3,22.6,49.8,0.7,2.6,1.3,82.4,3.7,13,18.3,5.4,1.3,89.1,9.1,1.1,1.1,0,0.7
Sudhiwas(107),Rural,1300,67.4,25.8,6.7,0.7,0,0.7,0,0.4,98.1,0,0,0,85.4,9.7,0,4.9,72.7,0,19.5,52.1,1.1,0,27.3,0,63.7,6,1.1,2.2,11.6,0,41.6,12,45.3,0,10.5,3,64.8,0,13.5,6.4,2.2,1.1,94.8,2.6,2.6,1.9,0.7,0
Behal(106),Rural,10126,56.6,37.5,5.8,35.8,28,5.4,14.5,0.1,14,0,0,0.2,93,6.8,0.1,0.1,72.5,2.1,36,0.2,31.8,2.1,27.5,0.2,72.8,5.3,4.3,90.4,45.3,0.4,62.2,16,68.6,1.7,6.5,3.3,70.8,7.4,26.3,18,4.4,3.9,93.8,4.6,1.4,1.2,0.2,0.3
Shezadpur(69),Rural,77,25,75,0,0,0,8.3,25,0,66.7,0,0,0,100,0,0,0,16.7,0,0,0,16.7,0,83.3,0,75,16.7,0,0,0,0,83.3,75,41.7,0,0,0,75,25,16.7,33.3,0,0,100,0,0,0,0,0
Sorda Kadim(30),Rural,924,7.2,78.4,14.4,0,0,0,0,1.8,98.2,0,0,0,64.1,21,0,13.8,26.3,0,0.6,0,25.1,0,73.7,0,42.5,24.6,2.4,24,7.8,0,84.4,15.6,28.1,0,12.6,0,62.3,1.2,10.8,9.6,1.2,0.6,87.4,7.2,5.4,5.4,0,0
Shehzmanpur(70),Rural,441,23.2,62.3,14.5,0,0,1.4,0,0,98.6,0,0,0,73.9,26.1,0,0,37.7,0,0,8.7,29,0,62.3,0,73.9,0,0,14.5,26.1,0,73.9,10.1,21.7,1.4,1.4,1.4,79.7,1.4,14.5,15.9,2.9,1.4,98.6,0,1.4,0,1.4,0
Sorda Jadid(310,Rural,785,14,76,10,5.3,29.3,10,0,0,54.7,0.7,0,0,58,40.7,0.7,0,59.3,0,8.7,38.7,12,0,40.7,0,62.7,9.3,27.3,9.3,22,0,79.3,19.3,15.3,0.7,42,4,76.7,1.3,9.3,10.7,41.3,1.3,84.7,9.3,4.7,4.7,0,1.3
Sarsi(29),Rural,2073,74.5,16,9.6,16.8,0.5,0,0,0,33.2,0,0,0,80.3,19.1,0.5,0,33.5,0.3,0.5,25.8,6.6,0,66.5,0,73.1,3.2,20.5,31.1,0.3,0,80.3,18.4,34.6,0.5,4.8,2.9,79,1.3,12.2,17.8,7.4,1.1,91.2,5.9,2.7,2.7,0,0.3
Paju(32),Rural,2276,12.5,85.3,2.2,0.8,60,0,0,0,18.6,0,0.6,0,97.8,1.4,0,0.3,41.4,0,1.7,0,39.7,0,58.6,0,72.2,13.1,0.3,61.4,1.1,0,97.2,34.4,42.8,0.6,5,0.8,93.1,4.2,23.9,15,5.8,0.8,99.2,0.3,0.6,0.6,0,0
Garanpura(71),Rural,267,15.9,84.1,0,0,20.5,0,0,4.5,75,0,0,0,100,0,0,0,70.5,0,0,0,70.5,0,29.5,0,88.6,0,2.3,22.7,0,0,100,38.6,61.4,0,11.4,0,97.7,0,18.2,34.1,4.5,6.8,97.7,2.3,0,0,0,0
Nangal(33),Rural,1611,58.7,39.4,1.9,2.9,23.8,0,0,0,72.4,0,0,0,89.2,10.2,0,0.6,26,0.3,25.7,0,0,0,74,0,53,19.7,1,94.3,1,0,99,53.3,67.6,0,0.6,0.6,93.3,1.3,6.3,16.5,6,0,97.1,1.3,1.6,1.3,0.3,0
Sehar(44),Rural,1470,62.5,31.6,5.9,0.4,49.8,5.1,3.2,0,41.5,0,0,0,92.9,7.1,0,0,47.4,0,0.4,0,46.6,0.4,52.6,0,67.6,13.8,0,94.5,4.7,0,71.1,13.4,50.6,0.8,5.1,1.2,81,4.3,11.5,24.9,7.1,1.2,93.7,4,2.4,2.4,0,0
Dhana Jogi(34),Rural,1048,82.1,17.9,0,2.6,0,0,2,0,65.3,0,0,30.1,91.8,7.7,0,0,21.9,0,21.4,0,0,0,78.1,0,38.8,20.9,3.1,54.6,0,0,89.8,16.3,35.2,0,1.5,1.5,75.5,6.6,20.4,14.8,1.5,1,92.3,6.6,0.5,0.5,0,0.5
Budheri(35),Rural,1159,90.3,8.4,1.3,0,33,0,0.4,0,66.5,0,0,0,99.1,0.9,0,0,37.4,0,0.4,0,37,0,62.6,0,60.4,5.7,0,22,3.5,0,93.8,25.6,38.8,1.3,1.3,2.2,81.1,4,13.2,16.7,4.8,0.9,83.7,16.3,0,0,0,0
Pahari(36),Rural,3638,75.6,23.1,1.4,0.6,36.2,4.1,0.3,0,53.3,0,0,5.5,89.6,9.9,0,0.5,36.8,0,0,0,36.8,0,63.2,0,65.2,6.7,0.2,17.1,31,0.2,67.2,20.2,48.5,0.3,1.7,0.5,81.5,3.4,10.5,18.2,4.1,0.8,96.5,2.7,0.6,0.5,0.2,0.2
Nakipur(27),Rural,2260,64.4,30.9,4.7,0.3,32.6,0,0,0.3,66.9,0,0,0,80.9,19.1,0,0,31.2,0,31.2,0,0,0,68.8,0,47.8,15.2,0,74.6,3.6,0,47.8,5,29.8,0,3,0.6,75.7,2.2,8,10.8,1.7,0.8,94.8,2.2,3,3,0,0
Mohamad Nagar(26),Rural,713,97.2,2.8,0,98.3,0.6,0,0,0,0,0,0,0,93.8,6.2,0,0,6.2,0,2.3,4,0,0,93.8,2.8,16.9,74.6,13,83.1,4,0,5.6,40.7,64.4,0,2.3,2.3,96,1.7,24.9,0,0.6,0,94.9,4,0,0,0,1.1
Dhani Lachman(25),Rural,878,0,97.4,2.6,0.6,0,0,28.4,0,71,0,0,0,95.5,4.5,0,0,65.8,0,65.8,0,0,0,34.2,0,75.5,3.2,7.1,89.7,0,0,94.2,14.8,43.2,0,0,1.3,55.5,2.6,20.6,12.3,0,0,92.9,3.2,3.2,3.2,0,0.6
Allaudinpur(24),Rural,2611,37.3,54.4,8.3,12.4,23.4,0.6,3.9,0.2,52.2,0,0,0,83.4,14.3,0.8,0.8,30.4,0,29,1,0,0.4,69.6,0,39.3,19.3,0.2,22.8,6.2,0,33.3,15.5,28.6,0.2,2.7,0.6,54.5,1.5,4.8,7.9,1.5,0.6,85.5,6,6.2,4.6,1.5,2.3
Kurdal(70),Rural,6150,39.5,57,3.5,65,2.8,5.3,4.1,0.3,16.5,0,0,5.7,87.4,12.5,0.1,0,39.8,0.3,17.2,0.3,21.6,0.1,60.2,0.1,58.6,12.7,0.3,78.3,18,0,47.4,22,50.4,0.5,4.2,1.1,70.7,2,13.4,12.1,3,1.5,88.9,8.6,2,2,0,0.5
Dhigawa Jatan(38),Rural,4338,78.8,18.2,3.1,7.6,8.6,0.5,0,0.1,81.7,0,0.3,0.4,91.6,5.7,0.1,2.4,70.3,13.4,52,0,4.6,0,29.7,0,71.6,19.1,13.5,61.1,38.2,0.1,62.1,9.3,70.2,3.6,7,3.8,74.3,9.3,17.6,18.4,7.8,5.3,95,3.7,1.3,0.5,0.8,0
Amirwas(23),Rural,529,92.7,6.4,0.9,19.1,6.4,51.8,0,0,22.7,0,0,0,93.6,4.5,0.9,0,55.5,3.6,36.4,15.5,0,0,44.5,0,76.4,5.5,5.5,73.6,7.3,0,86.4,28.2,50.9,4.5,1.8,6.4,82.7,6.4,13.6,19.1,8.2,1.8,94.5,4.5,0.9,0,0.9,0
Kharkhari(37),Rural,3943,76.7,21.3,2,3.4,46.1,0.3,0,0,44.7,0,0,2.3,83.1,9.2,0,0,50.5,0.4,48.9,1.1,0,0,49.5,0,58.7,16.1,16.1,55.8,7,0,79.1,27.5,48.6,1.7,4,2.8,74.7,7.5,16.5,17.2,8.7,2.1,89.3,5.8,2.3,2.3,0,2.6
Dhigawa Shamyan(39),Rural,1473,62.7,31.5,5.8,1.8,18.8,2.9,24.3,0,50,0,0,0,80.4,18.1,0,0.4,52.2,0.4,37,12.7,2.2,0,47.8,0,66.3,5.8,4.7,34.1,12.3,0,56.2,26.1,51.1,1.4,6.5,3.6,81.5,2.5,39.9,15.6,6.2,2.9,87.3,3.6,4.7,4.7,0,4.3
Singhani(40),Rural,4868,44.6,52,3.4,2.2,41.6,2.5,1.8,0,51.8,0,0,0,89.8,10.1,0,0,66.7,19.2,47.5,0,0,0,33.3,0,72.6,12.8,0.8,66,4.2,0,81.6,54.1,59.5,1.8,6.4,2.2,79.4,5.3,42.9,19.5,9.9,1.9,90.6,7.6,1.6,1.4,0.2,0.1
Jhanjara Sheoran(46),Rural,1112,88.3,10.1,1.6,0.5,27.7,0.5,19.1,0.5,51.6,0,0,0,50,47.3,0,0,36.7,0,10.6,0,25.5,0.5,63.3,0,56.4,15.4,0,5.9,11.2,0,66,30.3,37.8,0,4.3,2.7,80.3,6.4,16.5,15.4,3.7,0.5,95.7,3.7,0.5,0.5,0,0
Hasanpur(41),Rural,914,72.3,27.2,0.6,0,32.4,0,1.7,0,65.9,0,0,0,81.5,18.5,0,0,29.5,0,10.4,0.6,18.5,0,70.5,0,57.2,15,2.9,24.9,16.2,0,90.2,31.2,39.9,0.6,2.9,5.8,77.5,6.4,29.5,18.5,7.5,1.2,96,1.7,1.2,1.2,0,1.2
Dhani Ahmed(42),Rural,270,49.1,50.9,0,0,0,0,0,0,100,0,0,0,54.4,45.6,0,0,33.3,0,0,31.6,0,0,66.7,0,35.1,7,0,36.8,1.8,0,47.4,26.3,33.3,0,0,3.5,63.2,1.8,3.5,19.3,3.5,0,84.2,5.3,1.8,1.8,0,8.8
Barahlu(43),Rural,2252,13.8,85.4,0.8,3.2,3.8,0,0,0,93,0,0,0,69.2,29.7,0.3,0.3,25.7,0.8,23.8,0,0.8,0,74.3,0,44.3,12.7,0.3,16.8,4.3,0.3,52.7,20.5,36.2,0.3,1.1,3.8,70.8,3,11.1,14.6,3.5,0.3,99.5,0.3,0.3,0.3,0,0
Damkora(45),Rural,1815,40.7,42,17.4,0,2,0,0,0,98,0,0,0,64.3,35.7,0,0,28.2,0,27.9,0,0,0,71.8,0,56.1,4.9,0.3,27.9,28.5,0,54.4,20.7,38,1.6,0.7,0.3,83.3,0,19,16.7,8.5,1,63.9,31.8,4.3,3.9,0.3,0
Jhanjra Toda(47),Rural,1477,85,12.1,2.9,40.4,0,0,16.1,0,43.6,0,0,0,70.7,29.3,0,0,40.7,0.7,38.9,1.1,0,0,59.3,0,50.7,6.4,5,31.4,18.2,0,58.9,21.1,38.2,0.7,2.1,1.4,82.9,4.3,20,20.4,7.1,1.8,96.4,1.8,1.8,1.8,0,0
Jhumpa Kalan(52),Rural,1377,81.8,15.8,2.4,0,0,0,0,0,99.6,0,0.4,0,85.8,14.2,0,0,30,0.4,28.9,0.4,0,0.4,70,0,55.7,30,0,68.8,4.3,0,94.9,22.5,45.1,1.2,3.6,5.9,85.4,0,15.8,15.4,8.3,2.4,94.5,5.1,0.4,0.4,0,0
Jhumpa Khurd(53),Rural,708,53.9,23.4,22.7,0,7.8,0,27.7,0,63.8,0,0,0.7,70.9,25.5,0,0.7,38.3,0,0,0,38.3,0,61.7,0,54.6,0,7.1,65.2,14.2,0.7,51.8,19.1,40.4,0.7,2.8,5.7,61,1.4,10.6,17.7,4.3,1.4,75.9,14.9,9.2,6.4,2.8,0
Basirwas(54),Rural,418,82.1,9,9,42.3,17.9,38.5,0,0,1.3,0,0,0,73.1,25.6,1.3,0,42.3,0,21.8,0,20.5,0,57.7,0,60.3,21.8,0,5.1,19.2,0,89.7,24.4,48.7,3.8,7.7,2.6,82.1,3.8,11.5,28.2,5.1,7.7,78.2,10.3,11.5,11.5,0,0
Barwas(55),Rural,2233,68.2,31.6,0.2,28.2,35.2,13.3,0.2,0,15.7,0,0,0,68.9,30.6,0.2,0,49.4,1.4,17.6,30.4,0,0,50.6,0,54.7,17.8,11.3,60.2,23.4,0,57.3,25.1,38.6,1,14.9,2.9,78.1,1.7,7.5,24.3,3.6,3.9,88.2,4.1,3.1,3.1,0,4.6
Gignaw(51),Rural,2357,90.2,9.3,0.5,40.2,17.1,3.3,1.2,0.2,38.1,0,0,0,79.2,20.1,0.5,0,45.8,4.2,41.1,0.2,0,0,54.2,0,66.1,6.5,1.4,61.4,0.7,1.2,65.9,23.8,42.8,1.4,2.8,1.6,76.2,2.3,16.4,15.2,4.9,2.1,91.6,5.1,2.6,2.1,0.5,0.7
Gothra(49),Rural,2631,59.5,34.9,5.6,0.5,75.8,1.3,1.8,0,20.6,0,0,0,87.3,12.7,0,0,42.3,0,0.2,0.5,41.4,0.2,57.7,0.2,61.3,10.8,0.4,21.7,26.5,0.2,72,30.6,48,1.4,3.9,1.1,77.1,2.9,16.8,14.5,5.7,2.3,92.5,5.6,2,1.8,0.2,0
Kushal Pura(48),Rural,1035,59.6,37.2,3.2,5.3,38.3,30.3,16.5,0,5.3,0,0,0,62.2,37.8,0,0,32.4,0.5,20.7,0.5,10.6,0,67.6,0,50.5,27.7,0.5,34,16.5,0,73.4,23.9,38.8,1.6,8,4.3,66.5,6.4,11.7,22.9,3.7,3.7,92,7.4,0.5,0,0.5,0
Dhani Mansukh(50),Rural,558,78.2,13.9,7.9,0,51.5,0,0,0,48.5,0,0,0,72.3,27.7,0,0,27.7,0,0,0,27.7,0,72.3,3,52.5,8.9,0,25.7,1,0,68.3,20.8,40.6,1,3,5.9,69.3,7.9,17.8,18.8,5.9,2,90.1,0,7.9,5,3,2
Akberpur(66,Rural,294,94,6,0,16.4,0,0,0,0,83.6,0,0,0,98.5,1.5,0,0,55.2,0,1.5,3,50.7,0,44.8,4.5,89.6,3,1.5,68.7,20.9,0,97,34.3,41.8,9,29.9,13.4,68.7,7.5,31.3,23.9,6,3,100,0,0,0,0,0
Dhani Shama(68),Rural,850,38,58.9,3.1,79.8,0,9.3,0,0,10.9,0,0,0,82.9,17.1,0,0,47.3,24.8,0.8,21.7,0,0,52.7,0,54.3,31,0.8,96.1,0,0,56.6,16.3,55,3.1,1.6,10.9,79.8,1.6,32.6,17.8,0.8,1.6,96.1,2.3,1.6,1.6,0,0
Rahimpur(67),Rural,881,69.2,22.1,8.7,18.6,23.3,1.7,43,0,12.2,0,0,1.2,64,35.5,0,0,30.8,0.6,12.8,17.4,0,0,69.2,1.7,40.7,10.5,0.6,32.6,29.7,0,43,64,32,1.2,7,2.9,62.2,2.9,13.4,8.1,3.5,2.3,87.2,2.9,7.6,7.6,0,2.3
Loharu (Rural)(65),Rural,1780,79.8,20.2,0,24.3,10.7,0.3,0.3,0,59.9,0,0,0,85.8,13.9,0,0.3,48.3,1.6,18.6,15.1,12.9,0,51.7,0,59,14.5,0.6,60.9,4.1,0,74.4,18,40.4,0.3,1.9,1.9,60.3,1.6,11,19.2,4.1,1.6,94,1.9,3.8,3.8,0,0.3
Phartia Tal(64),Rural,764,71.5,23.6,4.9,54.5,0,35.8,0,0,9.8,0,0,0,88.6,11.4,0,0,39,0,39,0,0,0,61,0,53.7,28.5,4.1,78.9,47.2,0,78,11.4,53.7,0,0.8,0,78,4.1,14.6,18.7,5.7,0.8,88.6,4.9,6.5,6.5,0,0
Azempur(62),Rural,376,56,44,0,58.7,9.3,10.7,17.3,0,4,0,0,0,88,12,0,0,36,0,0,0,36,0,64,0,33.3,9.3,4,13.3,42.7,1.3,50.7,22.7,34.7,0,4,0,64,1.3,5.3,18.7,8,0,85.3,5.3,9.3,9.3,0,0
Sohasra(61),Rural,6521,51.8,44.1,4.1,10.8,34.8,4.7,1,0,48.5,0,0,0.3,71.3,28,0,0.7,33.9,0.9,3.4,0.4,28.8,0.2,66.1,2,48.9,11.5,4.2,43.1,11.7,0,63.3,11.3,42,0.2,2.2,3.4,73,3.5,12,14.6,2.4,0.5,92,4.5,3,2.8,0.2,0.5
Dhani Dholan(60),Rural,1005,90.1,9.9,0,75.8,0,0,0,0,24.2,0,0,0,95.6,4.4,0,0,53.8,0,0,0,53.8,0,46.2,0,73.6,9.9,13.7,63.7,24.7,0,75.3,30.8,59.9,2.2,4.4,1.6,85.7,8.8,9.9,36.8,2.7,4.4,100,0,0,0,0,0
Phartia Bhiman(63),Rural,1151,75,25,0,35.1,0,0,0,0,64.9,0,0,0,90.9,8.7,0,0,51.9,0.5,35.1,0,15.9,0.5,48.1,0,80.3,11.1,4.3,72.1,40.9,0,80.3,26.4,63,2.4,4.3,1.9,87.5,2.9,11.1,24,10.6,4.3,97.6,1.9,0,0,0,0.5
Phartia Kehar(59),Rural,1424,82,17.6,0.4,59.2,2.7,0,0.8,0,37.3,0,0,0,89.4,9.4,0,0,53.7,1.6,14.9,25.5,10.2,1.6,46.3,0,68.2,12.5,6.3,36.1,2,0,80.8,42.7,54.9,0.8,2.7,7.8,54.9,10.2,38.8,14.9,8.2,0.4,92.5,2.4,2.7,2,0.8,2.4
Gagarwas(58),Rural,1172,68.7,29.4,1.9,49.5,32.2,0,0,0,18.2,0,0,0,90.7,9.3,0,0,65.4,26.2,39.3,0,0,0,34.6,0,77.1,0.9,12.6,51.4,4.7,0,96.7,65,56.5,0.9,2.3,0.5,79.9,5.1,19.6,16.8,11.7,1.4,97.7,0,1.4,1.4,0,0.9
Ahmedwas(56),Rural,1606,74,21.6,4.4,20.9,16.9,0,0,0,62.2,0,0,0,69.9,26.7,3.4,0,51.7,0.3,33.8,16.9,0,0,48.3,0,66.6,4.4,0,16.6,18.2,0,82.4,30.1,35.1,0.7,0.3,0.7,83.1,2,5.1,20.6,3.4,0.7,92.9,0.3,2.4,2.4,0,4.4
Bisalwas(57),Rural,2020,41.5,56.5,2,11.2,57.3,3.6,0,0.3,27.7,0,0,0,62.8,36.6,0.3,0,60.6,0.5,27.5,32.6,0,0,39.4,0,56.5,20.9,28,28.2,0,0,91.6,37.9,30.8,5.3,38.2,14.8,81.4,0.5,17.8,15.5,34.4,7.9,75.3,15.8,2.3,1.8,0.5,6.6
Loharu (MC),Urban,13937,49.9,40.2,9.9,77,18.2,0.2,0,0,2.7,0.1,0,0.1,84.7,11.9,0,2.4,60.1,1.7,33,13.3,12.1,0,39.9,0.1,62,18.4,13.2,63.9,45.4,0.5,51.4,21.7,55.9,2.7,8.9,4.8,60.2,10.7,27.1,17.7,7.3,4.4,84.5,9.3,5.5,4.1,1.4,0.7
Loharu (MC) - Ward No.1,Urban,961,64.1,35.9,0,36.7,62.5,0,0,0,0.8,0,0,0,90.6,9.4,0,0,84.4,0,20.3,0,64.1,0,15.6,0,86.7,12.5,12.5,86.7,58.6,0,69.5,53.1,67.2,4.7,35.9,14.1,71.1,10.2,53.1,11.7,7,4.7,93.8,5.5,0.8,0.8,0,0
Loharu (MC) - Ward No.2,Urban,962,42.9,42.9,14.1,96.6,1.1,0,0,0,2.3,0,0,0,87.6,12.4,0,0,65.5,0,0.6,44.1,20.9,0,34.5,0,59.3,9.6,4.5,89.3,46.3,1.1,54.2,19.8,59.9,0.6,7.9,4,56.5,10.7,28.8,18.6,1.7,2.8,83.6,7.3,7.9,7.9,0,1.1
Loharu (MC) - Ward No.3,Urban,1102,34.7,58,7.4,99.4,0,0.6,0,0,0,0,0,0,94.3,1.1,0,4.5,58,0,58,0,0,0,42,0,64.2,16.5,10.2,85.8,51.1,0,64.8,2.3,63.1,1.1,2.3,4.5,79,3.4,8.5,28.4,1.7,1.7,93.2,1.1,4.5,4.5,0,1.1
Loharu (MC) - Ward No.4,Urban,997,26.5,62.4,11,33.1,53,0.6,0,0,11,0,0,0,84,8.8,0,6.1,43.1,0,41.4,1.7,0,0,56.9,0,42,23.2,9.4,39.2,27.1,1.1,38.1,11,49.2,0.6,12.7,16.6,44.8,9.4,24.9,12.7,4.4,3.9,68.5,11,20.4,2.8,17.7,0
Loharu (MC) - Ward No.5,Urban,1047,27.9,65.6,6.6,88.5,1.6,0,0,0,8.2,0,0,0,70.5,29,0,0,42.6,0,30.6,0.5,10.9,0.5,57.4,0,44.3,39.9,7.1,49.7,16.9,0,26.8,5.5,32.2,2.2,8.2,1.6,49.2,6,24.6,4.9,4.9,3.3,75.4,19.1,3.8,3.8,0,1.6
Loharu (MC) - Ward No.6,Urban,1189,57.6,22.1,20.3,64.9,22.9,0.9,0,0,1.7,0.4,0,0,71.9,20.8,0,0,57.6,0,26,0.4,31.2,0,42.4,0.9,62.8,20.3,3,23.4,52.8,0.9,58,10.4,61,2.2,4.3,1.7,79.7,5.6,22.9,12.6,3.9,1.7,87,5.2,7.8,7.8,0,0
